,dt,my_team,oppo_team,守備,選手,打数,得点,安打,打点,盗塁,1,2,3,4,5,6,7,8,9,10,11,12,
1,2024-03-30,読売ジャイアンツ,阪神タイガース,(遊),11515157,3,0,1,0,0,遊ゴロ,-,-,遊　安,中　飛,-,捕犠打,-,,,,,
2,2024-03-30,読売ジャイアンツ,阪神タイガース,(右),61565114,2,0,0,0,0,二ゴロ,-,-,二ゴロ,-,四　球,-,-,,,,,
3,2024-03-30,読売ジャイアンツ,阪神タイガース,走右,21825134,1,1,1,2,0,-,-,-,-,-,-,中前安②,-,,,,,
4,2024-03-30,読売ジャイアンツ,阪神タイガース,(一),11515130,3,1,2,2,0,-,中前安,-,四　球,-,中越本②,三　振,-,,,,,
5,2024-03-30,読売ジャイアンツ,阪神タイガース,(三),51955114,4,1,1,1,0,-,一邪飛,-,遊ゴロ,-,左越本①,三　振,-,,,,,
6,2024-03-30,読売ジャイアンツ,阪神タイガース,(捕),21325136,3,0,0,0,0,-,三　振,-,四　球,-,二ゴロ,-,一ゴロ,,,,,
7,2024-03-30,読売ジャイアンツ,阪神タイガース,(左),21425116,4,0,1,0,0,-,一ゴロ,-,遊　飛,-,三　振,-,左前安,,,,,
8,2024-03-30,読売ジャイアンツ,阪神タイガース,走左,21925132,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
9,2024-03-30,読売ジャイアンツ,阪神タイガース,(二),73375134,4,0,0,0,0,-,-,二　直,-,中　飛,一　飛,-,左　飛,,,,,
10,2024-03-30,読売ジャイアンツ,阪神タイガース,(投),03705157,2,0,0,0,0,-,-,二ゴロ,-,三　振,-,-,-,,,,,
11,2024-03-30,読売ジャイアンツ,阪神タイガース,投,31635159,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
12,2024-03-30,読売ジャイアンツ,阪神タイガース,打,81485157,1,1,1,0,0,-,-,-,-,-,-,右線２,-,,,,,
13,2024-03-30,読売ジャイアンツ,阪神タイガース,投,23225157,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
14,2024-03-30,読売ジャイアンツ,阪神タイガース,打,91795134,1,0,0,0,0,-,-,-,-,-,-,-,三　振,,,,,
15,2024-03-30,読売ジャイアンツ,阪神タイガース,投,21625151,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
0,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(左),01305131,3,0,2,0,0,投　安,-,一ゴロ,-,左前安,-,-,四　球,-,-,-,-,
1,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,走左,71575159,2,0,0,0,0,-,-,-,-,-,-,-,-,-,二ゴロ,-,三　振,
2,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(二),21025157,5,0,2,1,0,三　振,-,左前安①,-,右邪飛,-,-,捕犠打,-,中前安,-,投ゴロ,
3,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(三),91095135,6,0,0,0,0,中　飛,-,三　振,-,-,三　振,-,右　飛,-,三ゴ失,-,中　飛,
4,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(一),61065116,4,0,1,0,0,三ゴロ,-,-,中前安,-,三　振,-,四　球,-,三ゴロ,-,-,
5,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(右),31835134,5,0,0,0,0,-,三　振,-,三ゴロ,-,三　振,-,二ゴロ,-,-,三　振,-,
6,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,右,81785133,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
7,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(中),83185153,5,0,2,0,0,-,三　振,-,捕邪飛,-,-,一　安,-,二ゴロ,-,右前安,-,
8,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(捕),31735132,3,0,0,0,0,-,三　振,-,右　飛,-,-,投犠打,-,三　振,-,投犠打,-,
9,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(遊),03005159,4,1,1,0,0,-,-,中前安,-,三ゴロ,-,三　振,-,三　振,-,-,-,
10,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,打,61365132,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
11,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,打遊,93195132,1,0,1,0,0,-,-,-,-,-,-,-,-,-,-,遊　安,-,
12,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,(投),31635110,2,0,0,0,0,-,-,投犠打,-,中　飛,-,三　振,-,-,-,-,-,
13,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,11915130,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
14,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,01905136,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
15,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,61865157,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
16,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,21525138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
17,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,打,93795157,1,0,0,0,0,-,-,-,-,-,-,-,-,-,右　飛,-,-,
18,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,91995139,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
19,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,打,01005113,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,三　振,-,
20,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,21425151,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
21,2024-03-30,中日ドラゴンズ,東京ヤクルトスワローズ,投,23925134,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
0,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(中),71975136,6,0,1,0,0,中　飛,-,遊ゴロ,-,-,右前安,-,中　飛,-,三　振,三　振,-,
1,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(右)左,21225133,3,0,0,0,0,遊ゴロ,-,-,二ゴロ,-,遊　飛,-,四　球,-,-,-,-,
2,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,51955138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
3,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,捕,51855136,1,0,0,0,0,-,-,-,-,-,-,-,-,-,三　振,-,-,
4,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,打,41245133,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,三　振,
5,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(一),23525153,6,0,3,1,0,三ゴロ,-,-,三　振,-,-,左前安,中前安①,-,左線２,-,三　振,
6,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(三),41845136,5,0,1,0,0,-,左　飛,-,三　振,-,-,遊ゴロ,右　飛,-,敬遠四,-,中越２,
7,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(左),53755153,3,0,2,0,0,-,右前安,-,-,三　振,-,右前安,-,-,-,-,-,
8,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,走右左,91695153,1,0,0,0,1,-,-,-,-,-,-,-,-,遊ゴロ,-,-,-,
9,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,打左,01805136,2,0,0,0,0,-,-,-,-,-,-,-,-,-,中　飛,-,一ゴロ,
10,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(二),71275151,5,0,0,0,0,-,二併打,-,-,中　飛,-,三　振,-,三　振,-,中　飛,-,
11,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(捕),51255118,4,0,2,0,0,-,-,中前安,-,左　飛,-,左　飛,-,左前安,-,-,-,
12,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,走右,93195155,1,0,1,0,0,-,-,-,-,-,-,-,-,-,-,中前安,-,
13,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(遊),51455151,3,0,1,0,0,-,-,左前安,-,-,遊　直,-,遊ゴロ,四　球,-,投犠打,-,
14,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,(投),53555157,1,0,0,0,0,-,-,一犠打,-,-,二ゴロ,-,-,-,-,-,-,
15,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,93195136,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
16,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,23525159,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
17,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,打,31135119,1,0,1,0,0,-,-,-,-,-,-,-,左前安,-,-,-,-,
18,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,走右,51155153,0,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,
19,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,打,31735112,1,0,0,0,0,-,-,-,-,-,-,-,-,遊ゴロ,-,-,-,
20,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,41545151,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
21,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,21125137,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
22,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,91595135,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
23,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,打,21525136,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,四　球,-,
24,2024-03-30,東京ヤクルトスワローズ,中日ドラゴンズ,投,11915153,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,
0,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(中),01405130,4,0,2,0,0,投ゴロ,-,-,遊ゴロ,-,-,左前安,-,中前安,,,,
1,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(二),61565135,3,0,0,0,0,三　直,-,-,中　飛,-,-,三　振,-,-,,,,
2,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,投,91895157,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
3,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,投,31235133,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
4,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,打,01405116,1,0,0,0,0,-,-,-,-,-,-,-,-,右　飛,,,,
5,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(遊),01705138,4,0,1,1,0,右　飛,-,-,二ゴロ,-,-,遊ゴロ,-,中前安①,,,,
6,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(捕),11915134,3,0,0,0,0,-,四　球,-,-,三　振,-,遊　飛,-,三　振,,,,
7,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(左),31135133,3,0,0,0,0,-,一ゴロ,-,-,三ゴロ,-,-,三　振,-,,,,
8,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(三),93095159,2,0,0,0,0,-,遊併打,-,-,三　振,-,-,-,-,,,,
9,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,三,31335137,1,0,0,0,0,-,-,-,-,-,-,-,二ゴロ,-,,,,
10,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(右),61265155,3,0,0,0,0,-,-,二　直,-,-,一ゴロ,-,三　振,-,,,,
11,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(一),23725159,1,0,0,0,0,-,-,遊ゴロ,-,-,-,-,-,-,,,,
12,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,一,61965139,2,1,1,0,0,-,-,-,-,-,二　飛,-,-,中前安,,,,
13,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,(投),41745155,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
14,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,投,71575157,1,0,0,0,0,-,-,三　振,-,-,-,-,-,-,,,,
15,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,投,41545153,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
16,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,打,81585157,1,0,0,0,0,-,-,-,-,-,中　飛,-,-,-,,,,
17,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,投,21625130,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
18,2024-03-30,広島東洋カープ,横浜DeNAベイスターズ,二,93395153,1,0,0,0,0,-,-,-,-,-,-,-,-,遊　飛,,,,
0,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(右),33535159,4,3,4,2,1,死　球,左前安,-,右越本②,-,右線２,-,中前安,,,,,
1,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(一),73375151,5,0,1,1,0,右　飛,右中２①,-,遊ゴロ,-,右　飛,-,三　振,,,,,
2,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,三,91095139,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
3,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(左),91995134,5,0,1,1,0,遊ゴロ,二ゴロ①,-,右　飛,-,左前安,-,二ゴロ,,,,,
4,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,走左,31935139,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
5,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(二),13115153,5,0,2,1,0,中前安①,三ゴロ,-,右前安,-,三　振,-,三ゴロ,,,,,
6,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(三),51455137,3,0,1,0,0,左前安,-,死　球,中　飛,-,二ゴロ,-,-,,,,,
7,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,一,81585134,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
8,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(中),51755135,3,0,1,0,0,左前安,-,左　飛,-,三ゴロ,-,四　球,-,,,,,
9,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(捕),23125136,4,1,1,0,0,-,右中２,遊　飛,-,遊ゴロ,-,三　振,-,,,,,
10,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(遊),91195159,4,0,1,0,0,-,中　飛,左　飛,-,右前安,-,中　飛,-,,,,,
11,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,(投),01905139,4,2,2,1,0,-,右線安①,-,中前安,三　振,-,三　振,-,,,,,
12,2024-03-30,横浜DeNAベイスターズ,広島東洋カープ,投,81285155,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
0,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(中)左,01505137,5,2,2,0,0,中前安,-,三　振,二ゴロ,-,中　飛,-,中前安,四　球,,,,
1,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,左,51955151,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
2,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(左),53755159,3,1,2,1,0,右線２①,-,右前安,-,三　振,四　球,-,-,-,,,,
3,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,走中,51455136,1,0,0,0,0,-,-,-,-,-,-,-,投犠打,三　直,,,,
4,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(二),41245130,4,1,2,1,0,二ゴロ,-,中前安①,-,二　安,四　球,-,中　飛,-,,,,
5,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(一),53555159,5,0,2,3,0,三　振,-,左中２②,-,右　飛,三　振,-,右前安①,-,,,,
6,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,三,81785138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
7,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(指),81085115,5,0,1,0,0,三　振,-,右　飛,-,左線２,-,三　振,遊ゴロ,-,,,,
8,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(三),91295153,3,0,1,0,0,-,四　球,三ゴロ,-,四　球,-,右　飛,-,中前安,,,,
9,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,走一,21025136,0,1,0,0,1,-,-,-,-,-,-,-,-,-,,,,
10,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(右),53555153,4,0,0,0,0,-,投併打,-,中　飛,三ゴロ,-,死　球,-,中　飛,,,,
11,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(捕),81785155,4,2,3,1,0,-,三　振,-,左越本①,-,左前安,右前安,-,四　球,,,,
12,2024-03-30,埼玉西武ライオンズ,東北楽天ゴールデンイーグルス,(遊),71775134,4,1,2,1,0,-,-,中前安,遊ゴロ,-,投犠打,三　振,-,左越２①,,,,
0,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(二),61965151,4,0,1,0,0,二ゴロ,二ゴロ,-,-,左前安,左　飛,-,-,四　球,,,,
1,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(一),61165132,5,0,2,1,0,左前安,左前安①,-,-,三　振,-,三　振,-,一邪飛,,,,
2,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(右),81385138,4,0,2,0,0,右前安,遊ゴロ,-,-,右　飛,-,左前安,-,-,,,,
3,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(三),51155118,3,0,0,0,0,三　振,-,中　飛,-,四　球,-,遊併打,-,-,,,,
4,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(左),71975135,3,0,1,0,0,四　球,-,二ゴロ,-,一ゴロ,-,-,左前安,-,,,,
5,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(指),63965157,2,0,0,0,0,三　振,-,三　振,-,-,-,-,-,-,,,,
6,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,打指,41145138,2,0,0,0,0,-,-,-,-,-,三ゴ失,-,三　振,-,,,,
7,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(中),11015138,4,1,1,0,0,-,右中３,-,左　飛,-,二ゴロ,-,遊併打,-,,,,
8,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(捕),71375138,2,1,1,1,0,-,右前安①,-,三　振,-,四　球,-,-,-,,,,
9,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,打,11215134,1,0,0,0,0,-,-,-,-,-,-,-,-,三　振,,,,
10,2024-03-30,東北楽天ゴールデンイーグルス,埼玉西武ライオンズ,(遊),41845132,3,0,0,0,0,-,捕犠打,-,三ゴロ,-,三　振,-,-,投ゴロ,,,,
0,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(中),21625135,4,0,0,0,0,三　振,-,遊ゴロ,-,遊併打,-,-,中　飛,-,,,,
1,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(左),63765159,4,0,0,0,0,三　振,-,三　振,-,-,二ゴロ,-,-,中　飛,,,,
2,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(右),11815138,3,0,1,0,0,三　振,-,-,四　球,-,遊邪飛,-,-,左中２,,,,
3,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(一),73975136,3,0,0,0,0,-,三ゴロ,-,四　球,-,二　飛,-,-,中　飛,,,,
4,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(三),31435138,3,0,0,0,0,-,三　振,-,三　振,-,-,右　飛,-,-,,,,
5,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(指),73075159,2,0,0,0,0,-,四　球,-,三　振,-,-,三　振,-,-,,,,
6,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(遊),63165155,3,0,0,0,0,-,一ゴロ,-,投ゴロ,-,-,二　飛,-,-,,,,
7,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(二),31435157,2,0,1,0,0,-,-,中前安,-,三　振,-,-,-,-,,,,
8,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,打二,81385157,1,0,0,0,0,-,-,-,-,-,-,-,三　振,-,,,,
9,2024-03-30,北海道日本ハムファイターズ,千葉ロッテマリーンズ,(捕),51055138,2,0,1,0,0,-,-,捕犠打,-,中前安,-,-,三　振,-,,,,
0,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(右),71575131,4,2,2,0,0,一ゴロ,-,-,左線２,-,中前安,-,左　飛,,,,,
1,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,中,33335136,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
2,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(二),41645136,4,1,1,0,0,左　飛,-,-,遊野選,-,左前安,-,中　飛,,,,,
3,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(一),03505136,2,0,1,3,0,三ゴロ,-,-,中越２②,-,左犠飛①,-,-,,,,,
4,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,遊,71275157,0,0,0,0,0,-,-,-,-,-,-,-,-,,,,,
5,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(指),63065155,3,0,0,0,0,-,左　飛,-,三　振,-,捕　飛,-,-,,,,,
6,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(左),91895138,3,0,0,0,0,-,遊ゴロ,-,遊　飛,-,三　振,-,-,,,,,
7,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(中)右,11515139,3,0,0,0,0,-,左　飛,-,三ゴロ,-,-,一　飛,-,,,,,
8,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(三),51455130,3,0,0,0,0,-,-,右　飛,-,二ゴロ,-,右　飛,-,,,,,
9,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(捕),41945137,3,0,0,0,0,-,-,中　飛,-,投ゴロ,-,左　飛,-,,,,,
10,2024-03-30,千葉ロッテマリーンズ,北海道日本ハムファイターズ,(遊)一,71275132,3,0,0,0,0,-,-,右　飛,-,右　飛,-,-,右　飛,,,,,
0,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(中),21925136,3,0,0,0,1,四　球,-,一ゴロ,-,左　飛,-,-,三　振,-,,,,
1,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(遊),31335131,3,0,0,0,0,投ゴロ,-,二ゴロ,-,-,左　飛,-,-,-,,,,
2,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,打,11215116,1,0,0,0,0,-,-,-,-,-,-,-,三　振,-,,,,
3,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,遊,11715132,0,0,0,0,0,-,-,-,-,-,-,-,-,-,,,,
4,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(右),31835133,2,0,1,0,0,四　球,-,-,四　球,-,二ゴロ,-,-,右前安,,,,
5,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(一),21425139,4,0,0,0,0,二併打,-,-,三併打,-,左　飛,-,-,三　振,,,,
6,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(左),41745135,3,0,2,0,0,-,三　振,-,四　球,-,-,中前安,-,右前安,,,,
7,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(三),01705130,4,0,0,0,0,-,三　振,-,三邪飛,-,-,二併打,-,左　飛,,,,
8,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(指),03705155,4,0,1,0,0,-,二　安,-,-,遊ゴロ,-,三ゴロ,-,三　振,,,,
9,2024-03-30,福岡ソフトバンクホークス,オリックス・バファローズ,(捕),91595133,3,0,1,0,0,-,遊ゴロ,-,-,左前安,-,-,三　振,-,,,,
